#   M	    K	    N	     v33
 1280	 3584	 3840	0.097779
 1280	 3584	 4096	0.105739
 1536	 3584	  256	0.019811
 1536	 3584	  512	0.024430
 1536	 3584	  768	0.031319
 1536	 3584	 1024	0.033215
 1536	 3584	 1280	0.034009
 1536	 3584	 1536	0.049319
 1536	 3584	 1792	0.052842
 1536	 3584	 2048	0.054790
 1536	 3584	 2304	0.061666
 1536	 3584	 2560	0.067656
 1536	 3584	 2816	0.065907
 1536	 3584	 3072	0.098239
 1536	 3584	 3328	0.102086
 1536	 3584	 3584	0.107471
 1536	 3584	 3840	0.113475
 1536	 3584	 4096	0.118785
 1792	 3584	  256	0.019354
 1792	 3584	  512	0.024497
 1792	 3584	  768	0.032405
 1792	 3584	 1024	0.037255
 1792	 3584	 1280	0.048469
 1792	 3584	 1536	0.052568
 1792	 3584	 1792	0.056568
 1792	 3584	 2048	0.061827
 1792	 3584	 2304	0.061923
 1792	 3584	 2560	0.095988
 1792	 3584	 2816	0.114253
 1792	 3584	 3072	0.107502
 1792	 3584	 3328	0.114702
 1792	 3584	 3584	0.111585
 1792	 3584	 3840	0.122841
 1792	 3584	 4096	0.128632
 2048	 3584	  256	0.019198
 2048	 3584	  512	0.024510
 2048	 3584	  768	0.035069
 2048	 3584	 1024	0.039072
 2048	 3584	 1280	0.050869
 2048	 3584	 1536	0.055319
 2048	 3584	 1792	0.062291
 2048	 3584	 2048	0.063238
 2048	 3584	 2304	0.104010
 2048	 3584	 2560	0.103546
 2048	 3584	 2816	0.110077
 2048	 3584	 3072	0.112756
 2048	 3584	 3328	0.120942
 2048	 3584	 3584	0.128940
 2048	 3584	 3840	0.125690
 2048	 3584	 4096	0.124026
 2304	 3584	  256	0.024388
 2304	 3584	  512	0.031452
 2304	 3584	  768	0.037197
 2304	 3584	 1024	0.048827
 2304	 3584	 1280	0.053881
 2304	 3584	 1536	0.061153
 2304	 3584	 1792	0.064156
 2304	 3584	 2048	0.103635
 2304	 3584	 2304	0.107296
 2304	 3584	 2560	0.112150
 2304	 3584	 2816	0.122457
 2304	 3584	 3072	0.124582
 2304	 3584	 3328	0.128083
 2304	 3584	 3584	0.131391
 2304	 3584	 3840	0.170146
 2304	 3584	 4096	0.180678
 2560	 3584	  256	0.025997
 2560	 3584	  512	0.031851
 2560	 3584	  768	0.038300
 2560	 3584	 1024	0.051772
 2560	 3584	 1280	0.061881
 2560	 3584	 1536	0.061860
 2560	 3584	 1792	0.094244
 2560	 3584	 2048	0.115435
 2560	 3584	 2304	0.112033
 2560	 3584	 2560	0.124083
 2560	 3584	 2816	0.123268
 2560	 3584	 3072	0.123098
 2560	 3584	 3328	0.124685
 2560	 3584	 3584	0.177202
 2560	 3584	 3840	0.192363
 2560	 3584	 4096	0.193617
 2816	 3584	  256	0.025678
 2816	 3584	  512	0.033356
 2816	 3584	  768	0.039960
 2816	 3584	 1024	0.052897
 2816	 3584	 1280	0.061320
 2816	 3584	 1536	0.065413
 2816	 3584	 1792	0.103329
 2816	 3584	 2048	0.116045
 2816	 3584	 2304	0.112245
 2816	 3584	 2560	0.122128
 2816	 3584	 2816	0.122592
 2816	 3584	 3072	0.126199
 2816	 3584	 3328	0.178066
 2816	 3584	 3584	0.195942
 2816	 3584	 3840	0.204100
 2816	 3584	 4096	0.191101
 3072	 3584	  256	0.024642
 3072	 3584	  512	0.034218
 3072	 3584	  768	0.051592
 3072	 3584	 1024	0.055269
 3072	 3584	 1280	0.063500
 3072	 3584	 1536	0.096366
 3072	 3584	 1792	0.105689
 3072	 3584	 2048	0.118096
 3072	 3584	 2304	0.125691
 3072	 3584	 2560	0.124484
 3072	 3584	 2816	0.127270
 3072	 3584	 3072	0.197995
 3072	 3584	 3328	0.190583
 3072	 3584	 3584	0.198636
 3072	 3584	 3840	0.189482
 3072	 3584	 4096	0.187189
 3328	 3584	  256	0.024829
 3328	 3584	  512	0.038967
 3328	 3584	  768	0.053629
 3328	 3584	 1024	0.059933
 3328	 3584	 1280	0.063869
 3328	 3584	 1536	0.099590
 3328	 3584	 1792	0.113360
 3328	 3584	 2048	0.131083
 3328	 3584	 2304	0.130661
 3328	 3584	 2560	0.130296
 3328	 3584	 2816	0.184068
 3328	 3584	 3072	0.190801
 3328	 3584	 3328	0.187142
 3328	 3584	 3584	0.190021
 3328	 3584	 3840	0.195022
 3328	 3584	 4096	0.244496
 3584	 3584	  256	0.025207
 3584	 3584	  512	0.038037
 3584	 3584	  768	0.052126
 3584	 3584	 1024	0.060677
 3584	 3584	 1280	0.090475
 3584	 3584	 1536	0.107419
 3584	 3584	 1792	0.123127
 3584	 3584	 2048	0.126459
 3584	 3584	 2304	0.136202
 3584	 3584	 2560	0.176707
 3584	 3584	 2816	0.199844
 3584	 3584	 3072	0.194966
 3584	 3584	 3328	0.187289
 3584	 3584	 3584	0.188859
 3584	 3584	 3840	0.249979
 3584	 3584	 4096	0.248360
 3840	 3584	  256	0.027663
 3840	 3584	  512	0.039661
 3840	 3584	  768	0.055013
 3840	 3584	 1024	0.062809
 3840	 3584	 1280	0.096472
 3840	 3584	 1536	0.113126
 3840	 3584	 1792	0.128622
 3840	 3584	 2048	0.125949
 3840	 3584	 2304	0.171290
 3840	 3584	 2560	0.193416
 3840	 3584	 2816	0.183850
 3840	 3584	 3072	0.187804
 3840	 3584	 3328	0.206154
 3840	 3584	 3584	0.259127
 3840	 3584	 3840	0.274368
 3840	 3584	 4096	0.254290
 4096	 3584	  256	0.027672
 4096	 3584	  512	0.041314
 4096	 3584	  768	0.055485
 4096	 3584	 1024	0.065005
 4096	 3584	 1280	0.111457
 4096	 3584	 1536	0.121799
 4096	 3584	 1792	0.126950
 4096	 3584	 2048	0.125403
 4096	 3584	 2304	0.180497
 4096	 3584	 2560	0.193972
 4096	 3584	 2816	0.189667
 4096	 3584	 3072	0.224222
 4096	 3584	 3328	0.252729
 4096	 3584	 3584	0.250470
 4096	 3584	 3840	0.251747
 4096	 3584	 4096	0.257443
  256	 3840	  256	0.014671
  256	 3840	  512	0.014435
  256	 3840	  768	0.017506
  256	 3840	 1024	0.017519
  256	 3840	 1280	0.019045
  256	 3840	 1536	0.019196
  256	 3840	 1792	0.019928
  256	 3840	 2048	0.019514
  256	 3840	 2304	0.025088
  256	 3840	 2560	0.024852
  256	 3840	 2816	0.024918
  256	 3840	 3072	0.024998
  256	 3840	 3328	0.024979
  256	 3840	 3584	0.025410
  256	 3840	 3840	0.025210
  256	 3840	 4096	0.026877
  512	 3840	  256	0.014381
  512	 3840	  512	0.017612
  512	 3840	  768	0.019253
  512	 3840	 1024	0.019106
  512	 3840	 1280	0.024972
  512	 3840	 1536	0.025033
  512	 3840	 1792	0.025534
  512	 3840	 2048	0.025286
  512	 3840	 2304	0.033536
  512	 3840	 2560	0.035912
  512	 3840	 2816	0.035944
  512	 3840	 3072	0.036221
  512	 3840	 3328	0.039941
  512	 3840	 3584	0.040596
  512	 3840	 3840	0.041559
  512	 3840	 4096	0.042402
  768	 3840	  256	0.017916
  768	 3840	  512	0.019065
  768	 3840	  768	0.024869
  768	 3840	 1024	0.024867
  768	 3840	 1280	0.025303
  768	 3840	 1536	0.033294
  768	 3840	 1792	0.034652
  768	 3840	 2048	0.038490
  768	 3840	 2304	0.039871
  768	 3840	 2560	0.041041
  768	 3840	 2816	0.044294
  768	 3840	 3072	0.056199
  768	 3840	 3328	0.057443
  768	 3840	 3584	0.057916
  768	 3840	 3840	0.059049
  768	 3840	 4096	0.059169
 1024	 3840	  256	0.018030
 1024	 3840	  512	0.019388
 1024	 3840	  768	0.025229
 1024	 3840	 1024	0.025119
 1024	 3840	 1280	0.033588
 1024	 3840	 1536	0.039322
 1024	 3840	 1792	0.038442
 1024	 3840	 2048	0.040939
 1024	 3840	 2304	0.055175
 1024	 3840	 2560	0.061016
 1024	 3840	 2816	0.058895
 1024	 3840	 3072	0.059689
 1024	 3840	 3328	0.067713
 1024	 3840	 3584	0.064883
 1024	 3840	 3840	0.065874
 1024	 3840	 4096	0.071059
 1280	 3840	  256	0.019757
 1280	 3840	  512	0.025392
 1280	 3840	  768	0.025531
 1280	 3840	 1024	0.034127
 1280	 3840	 1280	0.037223
 1280	 3840	 1536	0.040598
 1280	 3840	 1792	0.051865
 1280	 3840	 2048	0.055455
 1280	 3840	 2304	0.060883
 1280	 3840	 2560	0.065545
 1280	 3840	 2816	0.065334
 1280	 3840	 3072	0.066379
 1280	 3840	 3328	0.068480
 1280	 3840	 3584	0.102605
 1280	 3840	 3840	0.113068
 1280	 3840	 4096	0.113596
 1536	 3840	  256	0.020205
 1536	 3840	  512	0.025605
 1536	 3840	  768	0.033657
 1536	 3840	 1024	0.036025
 1536	 3840	 1280	0.040588
 1536	 3840	 1536	0.053113
 1536	 3840	 1792	0.055467
 1536	 3840	 2048	0.060577
 1536	 3840	 2304	0.068896
 1536	 3840	 2560	0.067170
 1536	 3840	 2816	0.068589
 1536	 3840	 3072	0.101898
 1536	 3840	 3328	0.110889
 1536	 3840	 3584	0.117964
 1536	 3840	 3840	0.123816
 1536	 3840	 4096	0.118754
 1792	 3840	  256	0.019709
 1792	 3840	  512	0.025293
 1792	 3840	  768	0.034402
 1792	 3840	 1024	0.038652
 1792	 3840	 1280	0.051203
 1792	 3840	 1536	0.055770
 1792	 3840	 1792	0.059560
 1792	 3840	 2048	0.069071
 1792	 3840	 2304	0.071236
 1792	 3840	 2560	0.098796
 1792	 3840	 2816	0.108910
 1792	 3840	 3072	0.115396
 1792	 3840	 3328	0.123215
 1792	 3840	 3584	0.136589
 1792	 3840	 3840	0.129394
 1792	 3840	 4096	0.127620
 2048	 3840	  256	0.020506
 2048	 3840	  512	0.025660
 2048	 3840	  768	0.037655
 2048	 3840	 1024	0.041639
 2048	 3840	 1280	0.054051
 2048	 3840	 1536	0.064592
 2048	 3840	 1792	0.068000
 2048	 3840	 2048	0.068930
 2048	 3840	 2304	0.104084
 2048	 3840	 2560	0.110812
 2048	 3840	 2816	0.118202
 2048	 3840	 3072	0.131967
 2048	 3840	 3328	0.129276
 2048	 3840	 3584	0.131247
 2048	 3840	 3840	0.131686
 2048	 3840	 4096	0.133661
 2304	 3840	  256	0.025255
 2304	 3840	  512	0.033284
 2304	 3840	  768	0.039930
 2304	 3840	 1024	0.051977
 2304	 3840	 1280	0.060011
 2304	 3840	 1536	0.068832
 2304	 3840	 1792	0.075206
 2304	 3840	 2048	0.106326
 2304	 3840	 2304	0.112674
 2304	 3840	 2560	0.121410
 2304	 3840	 2816	0.121599
 2304	 3840	 3072	0.130059
 2304	 3840	 3328	0.130647
 2304	 3840	 3584	0.133548
 2304	 3840	 3840	0.184806
 2304	 3840	 4096	0.196965
 2560	 3840	  256	0.027959
 2560	 3840	  512	0.036546
 2560	 3840	  768	0.042081
 2560	 3840	 1024	0.055037
 2560	 3840	 1280	0.064238
 2560	 3840	 1536	0.064869
 2560	 3840	 1792	0.105339
 2560	 3840	 2048	0.122225
 2560	 3840	 2304	0.121294
 2560	 3840	 2560	0.129720
 2560	 3840	 2816	0.128944
 2560	 3840	 3072	0.132606
 2560	 3840	 3328	0.133084
 2560	 3840	 3584	0.189808
 2560	 3840	 3840	0.228253
 2560	 3840	 4096	0.201153
 2816	 3840	  256	0.026254
 2816	 3840	  512	0.036732
 2816	 3840	  768	0.042238
 2816	 3840	 1024	0.057422
 2816	 3840	 1280	0.065265
 2816	 3840	 1536	0.071049
 2816	 3840	 1792	0.104168
 2816	 3840	 2048	0.117496
 2816	 3840	 2304	0.129420
 2816	 3840	 2560	0.132083
 2816	 3840	 2816	0.132522
 2816	 3840	 3072	0.134288
 2816	 3840	 3328	0.217586
 2816	 3840	 3584	0.203928
 2816	 3840	 3840	0.197378
 2816	 3840	 4096	0.197508
 3072	 3840	  256	0.026808
 3072	 3840	  512	0.036650
 3072	 3840	  768	0.053940
 3072	 3840	 1024	0.061445
 3072	 3840	 1280	0.072185
 3072	 3840	 1536	0.096873
 3072	 3840	 1792	0.114120
 3072	 3840	 2048	0.118222
 3072	 3840	 2304	0.131138
 3072	 3840	 2560	0.138088
 3072	 3840	 2816	0.140184
 3072	 3840	 3072	0.199200
 3072	 3840	 3328	0.204750
 3072	 3840	 3584	0.197676
 3072	 3840	 3840	0.202689
 3072	 3840	 4096	0.202820
 3328	 3840	  256	0.026196
 3328	 3840	  512	0.039848
 3328	 3840	  768	0.054623
 3328	 3840	 1024	0.069269
 3328	 3840	 1280	0.066839
 3328	 3840	 1536	0.105596
 3328	 3840	 1792	0.121547
 3328	 3840	 2048	0.138022
 3328	 3840	 2304	0.134149
 3328	 3840	 2560	0.134798
 3328	 3840	 2816	0.199843
 3328	 3840	 3072	0.200296
 3328	 3840	 3328	0.201887
 3328	 3840	 3584	0.200092
 3328	 3840	 3840	0.215091
 3328	 3840	 4096	0.266206
 3584	 3840	  256	0.028961
 3584	 3840	  512	0.040932
 3584	 3840	  768	0.055322
 3584	 3840	 1024	0.074547
 3584	 3840	 1280	0.097725
 3584	 3840	 1536	0.117463
 3584	 3840	 1792	0.128444
 3584	 3840	 2048	0.142104
 3584	 3840	 2304	0.136728
 3584	 3840	 2560	0.190711
 3584	 3840	 2816	0.203467
 3584	 3840	 3072	0.195660
 3584	 3840	 3328	0.200108
 3584	 3840	 3584	0.203878
 3584	 3840	 3840	0.261559
 3584	 3840	 4096	0.290576
 3840	 3840	  256	0.029471
 3840	 3840	  512	0.042450
 3840	 3840	  768	0.058217
 3840	 3840	 1024	0.072344
 3840	 3840	 1280	0.101268
 3840	 3840	 1536	0.126890
 3840	 3840	 1792	0.137567
 3840	 3840	 2048	0.132276
 3840	 3840	 2304	0.183476
 3840	 3840	 2560	0.198346
 3840	 3840	 2816	0.196955
 3840	 3840	 3072	0.198513
 3840	 3840	 3328	0.212669
 3840	 3840	 3584	0.271813
 3840	 3840	 3840	0.268004
 3840	 3840	 4096	0.269667
 4096	 3840	  256	0.028315
 4096	 3840	  512	0.043597
 4096	 3840	  768	0.062382
 4096	 3840	 1024	0.071113
 4096	 3840	 1280	0.106102
 4096	 3840	 1536	0.116440
 4096	 3840	 1792	0.133258
 4096	 3840	 2048	0.138499
 4096	 3840	 2304	0.194260
 4096	 3840	 2560	0.209806
 4096	 3840	 2816	0.200765
 4096	 3840	 3072	0.206038
 4096	 3840	 3328	0.266965
 4096	 3840	 3584	0.266050
 4096	 3840	 3840	0.276122
 4096	 3840	 4096	0.275624
  256	 4096	  256	0.015205
  256	 4096	  512	0.015502
  256	 4096	  768	0.019701
  256	 4096	 1024	0.018521
  256	 4096	 1280	0.019835
  256	 4096	 1536	0.019953
  256	 4096	 1792	0.020062
  256	 4096	 2048	0.019986
  256	 4096	 2304	0.026167
  256	 4096	 2560	0.026063
  256	 4096	 2816	0.026065
  256	 4096	 3072	0.026113
  256	 4096	 3328	0.026313
  256	 4096	 3584	0.026699
  256	 4096	 3840	0.028646
  256	 4096	 4096	0.028474
  512	 4096	  256	0.015130
  512	 4096	  512	0.018511
  512	 4096	  768	0.020095
  512	 4096	 1024	0.020109
  512	 4096	 1280	0.026305
  512	 4096	 1536	0.026216
  512	 4096	 1792	0.026763
  512	 4096	 2048	0.026722
  512	 4096	 2304	0.035403
  512	 4096	 2560	0.035377
  512	 4096	 2816	0.036647
  512	 4096	 3072	0.037080
  512	 4096	 3328	0.042398
  512	 4096	 3584	0.043074
  512	 4096	 3840	0.043601
  512	 4096	 4096	0.045304
  768	 4096	  256	0.021101
  768	 4096	  512	0.020318
  768	 4096	  768	0.026182
  768	 4096	 1024	0.026295
  768	 4096	 1280	0.026469
  768	 4096	 1536	0.035119
  768	 4096	 1792	0.035822
  768	 4096	 2048	0.037096
  768	 4096	 2304	0.042531
  768	 4096	 2560	0.043685
  768	 4096	 2816	0.048805
  768	 4096	 3072	0.058801
  768	 4096	 3328	0.057304
  768	 4096	 3584	0.059099
  768	 4096	 3840	0.061640
  768	 4096	 4096	0.061281
 1024	 4096	  256	0.020264
 1024	 4096	  512	0.020742
 1024	 4096	  768	0.026466
 1024	 4096	 1024	0.026602
 1024	 4096	 1280	0.035527
 1024	 4096	 1536	0.038328
 1024	 4096	 1792	0.042114
 1024	 4096	 2048	0.044084
 1024	 4096	 2304	0.059115
 1024	 4096	 2560	0.062884
 1024	 4096	 2816	0.062540
 1024	 4096	 3072	0.063182
 1024	 4096	 3328	0.068742
 1024	 4096	 3584	0.067660
 1024	 4096	 3840	0.069078
 1024	 4096	 4096	0.070067
 1280	 4096	  256	0.020297
 1280	 4096	  512	0.026352
 1280	 4096	  768	0.026431
 1280	 4096	 1024	0.035477
 1280	 4096	 1280	0.041842
 1280	 4096	 1536	0.043722
 1280	 4096	 1792	0.055788
 1280	 4096	 2048	0.060160
 1280	 4096	 2304	0.065440
 1280	 4096	 2560	0.068773
 1280	 4096	 2816	0.067963
 1280	 4096	 3072	0.070172
 1280	 4096	 3328	0.073964
 1280	 4096	 3584	0.102065
 1280	 4096	 3840	0.110252
 1280	 4096	 4096	0.119167
 1536	 4096	  256	0.021456
 1536	 4096	  512	0.026988
 1536	 4096	  768	0.035340
 1536	 4096	 1024	0.037682
 1536	 4096	 1280	0.042942
 1536	 4096	 1536	0.055413
 1536	 4096	 1792	0.058017
 1536	 4096	 2048	0.069776
 1536	 4096	 2304	0.076766
 1536	 4096	 2560	0.078546
 1536	 4096	 2816	0.071322
 1536	 4096	 3072	0.106760
 1536	 4096	 3328	0.116185
 1536	 4096	 3584	0.119188
 1536	 4096	 3840	0.127442
 1536	 4096	 4096	0.134424
 1792	 4096	  256	0.021985
 1792	 4096	  512	0.026568
 1792	 4096	  768	0.036364
 1792	 4096	 1024	0.043068
 1792	 4096	 1280	0.056034
 1792	 4096	 1536	0.060806
 1792	 4096	 1792	0.064317
 1792	 4096	 2048	0.076044
 1792	 4096	 2304	0.072823
 1792	 4096	 2560	0.103346
 1792	 4096	 2816	0.115623
 1792	 4096	 3072	0.120850
 1792	 4096	 3328	0.125874
 1792	 4096	 3584	0.127484
 1792	 4096	 3840	0.138427
 1792	 4096	 4096	0.138527
 2048	 4096	  256	0.020945
 2048	 4096	  512	0.026646
 2048	 4096	  768	0.039523
 2048	 4096	 1024	0.045566
 2048	 4096	 1280	0.058525
 2048	 4096	 1536	0.064844
 2048	 4096	 1792	0.071235
 2048	 4096	 2048	0.074414
 2048	 4096	 2304	0.108805
 2048	 4096	 2560	0.119955
 2048	 4096	 2816	0.122091
 2048	 4096	 3072	0.126946
 2048	 4096	 3328	0.137194
 2048	 4096	 3584	0.138648
 2048	 4096	 3840	0.152514
 2048	 4096	 4096	0.144845
 2304	 4096	  256	0.026875
 2304	 4096	  512	0.035424
 2304	 4096	  768	0.042694
 2304	 4096	 1024	0.054844
 2304	 4096	 1280	0.062926
 2304	 4096	 1536	0.074129
 2304	 4096	 1792	0.076884
 2304	 4096	 2048	0.109733
 2304	 4096	 2304	0.116478
 2304	 4096	 2560	0.125485
 2304	 4096	 2816	0.136437
 2304	 4096	 3072	0.139047
 2304	 4096	 3328	0.149446
 2304	 4096	 3584	0.159748
 2304	 4096	 3840	0.201820
 2304	 4096	 4096	0.205285
 2560	 4096	  256	0.027895
 2560	 4096	  512	0.036290
 2560	 4096	  768	0.044370
 2560	 4096	 1024	0.057991
 2560	 4096	 1280	0.068201
 2560	 4096	 1536	0.069500
 2560	 4096	 1792	0.104815
 2560	 4096	 2048	0.118895
 2560	 4096	 2304	0.126372
 2560	 4096	 2560	0.145049
 2560	 4096	 2816	0.139674
 2560	 4096	 3072	0.142549
 2560	 4096	 3328	0.147950
 2560	 4096	 3584	0.206694
 2560	 4096	 3840	0.235493
 2560	 4096	 4096	0.210383
 2816	 4096	  256	0.027382
 2816	 4096	  512	0.037991
 2816	 4096	  768	0.045680
 2816	 4096	 1024	0.059213
 2816	 4096	 1280	0.073721
 2816	 4096	 1536	0.071366
 2816	 4096	 1792	0.122044
 2816	 4096	 2048	0.134183
 2816	 4096	 2304	0.137255
 2816	 4096	 2560	0.139081
 2816	 4096	 2816	0.141476
 2816	 4096	 3072	0.152333
 2816	 4096	 3328	0.213727
 2816	 4096	 3584	0.206812
 2816	 4096	 3840	0.206603
 2816	 4096	 4096	0.212010
 3072	 4096	  256	0.028136
 3072	 4096	  512	0.039273
 3072	 4096	  768	0.057501
 3072	 4096	 1024	0.063174
 3072	 4096	 1280	0.072160
 3072	 4096	 1536	0.106417
 3072	 4096	 1792	0.128572
 3072	 4096	 2048	0.126553
 3072	 4096	 2304	0.149886
 3072	 4096	 2560	0.145189
 3072	 4096	 2816	0.147852
 3072	 4096	 3072	0.204152
 3072	 4096	 3328	0.206983
 3072	 4096	 3584	0.210567
 3072	 4096	 3840	0.211158
 3072	 4096	 4096	0.220434
 3328	 4096	  256	0.030225
 3328	 4096	  512	0.042933
 3328	 4096	  768	0.060787
 3328	 4096	 1024	0.067510
 3328	 4096	 1280	0.072398
 3328	 4096	 1536	0.118463
 3328	 4096	 1792	0.136106
 3328	 4096	 2048	0.137588
 3328	 4096	 2304	0.148534
 3328	 4096	 2560	0.146193
 3328	 4096	 2816	0.204015
 3328	 4096	 3072	0.209495
 3328	 4096	 3328	0.223536
 3328	 4096	 3584	0.218924
 3328	 4096	 3840	0.214405
 3328	 4096	 4096	0.282390
 3584	 4096	  256	0.031149
 3584	 4096	  512	0.044971
 3584	 4096	  768	0.059446
 3584	 4096	 1024	0.069482
 3584	 4096	 1280	0.102968
 3584	 4096	 1536	0.119165
 3584	 4096	 1792	0.127773
 3584	 4096	 2048	0.140240
 3584	 4096	 2304	0.143417
 3584	 4096	 2560	0.214122
 3584	 4096	 2816	0.212916
 3584	 4096	 3072	0.211352
 3584	 4096	 3328	0.212793
 3584	 4096	 3584	0.215266
 3584	 4096	 3840	0.302017
 3584	 4096	 4096	0.285734
 3840	 4096	  256	0.030446
 3840	 4096	  512	0.045221
 3840	 4096	  768	0.062147
 3840	 4096	 1024	0.071116
 3840	 4096	 1280	0.109863
 3840	 4096	 1536	0.128557
 3840	 4096	 1792	0.166661
 3840	 4096	 2048	0.143520
 3840	 4096	 2304	0.197215
 3840	 4096	 2560	0.211583
 3840	 4096	 2816	0.211314
 3840	 4096	 3072	0.221104
 3840	 4096	 3328	0.211659
 3840	 4096	 3584	0.277135
 3840	 4096	 3840	0.282101
 3840	 4096	 4096	0.284284
 4096	 4096	  256	0.030128
 4096	 4096	  512	0.048183
 4096	 4096	  768	0.067802
 4096	 4096	 1024	0.073244
 4096	 4096	 1280	0.116906
 4096	 4096	 1536	0.127700
 4096	 4096	 1792	0.142953
 4096	 4096	 2048	0.152179
 4096	 4096	 2304	0.208155
 4096	 4096	 2560	0.209622
 4096	 4096	 2816	0.212949
 4096	 4096	 3072	0.213348
 4096	 4096	 3328	0.279498
 4096	 4096	 3584	0.281917
 4096	 4096	 3840	0.308160
 4096	 4096	 4096	0.290575
